post,normalized claim
"Ein Wissenschaftler wollte eine Theorie testen. Er brauchte einen Freiwilligen, der bis zur letzten Minute gehen würde. Endlich fand er ihn, er war ein verurteilter Mann, der hingerichtet werden sollte.

Der Wissenschaftler schlug dem Verurteilten Folgendes vor: Er würde an einem wissenschaftlichen Experiment teilnehmen, das darin bestand, seinen Puls geringfügig zu schneiden, damit sein Blut langsam bis zum letzten Tropfen tropft. Er erklärte, dass er nur eine minimale Überlebenschance habe, sein Tod jedoch auf jeden Fall ohne Leiden oder Schmerzen verlaufen würde.

Der Verurteilte akzeptierte, weil das Sterben auf diese Weise dem Sterben durch Hinrichtung vorzuziehen war. Sie legten ihn auf eine Trage und banden seinen Körper so, dass er sich nicht bewegen konnte. Dann machten sie einen kleinen Schnitt an seinem Handgelenk und stellten einen kleinen Aluminiumtopf unter seinen Arm.

Der Schnitt war flach, nur seine ersten Hautschichten, aber es genügte ihm zu glauben, dass seine Venen tatsächlich durchtrennt waren. Unter dem Bett wurde eine Durchstechflasche mit einem kleinen Ventil platziert, das den Durchgang der Flüssigkeit in Form von Tropfen regulierte, die in das Gefäß fielen. Der Verurteilte konnte den Tropfen hören und zählte jeden Tropfen von dem, was er für sein Blut hielt.

Der Wissenschaftler schloss, ohne dass der Verurteilte ihn sah, das Ventil, damit das Tropfen abnahm, mit der Absicht, ihn glauben zu lassen, dass ihm das Blut ausgeht.

Im Laufe der Minuten verlor sein Gesicht Farbe und seine Herzfrequenz beschleunigte sich.  Als die Verzweiflung ihren Höhepunkt erreichte, schloss der Wissenschaftler die Klappe vollständig und der Verurteilte geriet in einen Herzstillstand und starb.

Der Wissenschaftler konnte beweisen, dass alles, was wir wahrnehmen, sei es positiv oder negativ, auf uns, unseren gesamten psychischen und organischen Apparat, einwirkt.

Wenn sie ihnen sagen, dass sie ein Virus haben, sterben Menschen an purer Angst und Autosuggestion. Nachdem man Tag und Nacht alle Medieninformationen gesehen hat, ist man voller Angst und das Immunsystem wird durch die Angst geschwächt.

Heute ist bekannt, dass die Todesgefahr durch diesem Virus in Wirklichkeit äußerst gering ist, es sei denn, Sie haben Angst - und Ihr Verstand erledigt den Rest.
Die Wahrscheinlichkeit, dass es zu Komplikationen kommen wird, wenn Ihr Immunsystem durch Angst und damit Stress geschwächt ist, steigt um ein Vielfaches.
Kaum ein Virus hat eine Chance, wenn Ihre Gesundheit gut ist und Sie Vertrauen haben.

Vielleicht ist das der gleiche Grund, warum viele Kinder in sehr ernsten Situationen weiterkommen und überleben, weil ihr Geist nicht voller Angst ist.

Seien Sie also vorsichtig, womit Sie Ihren Geist nähren und worauf Sie Ihre Überzeugungen und Ihren Glauben setzen. Ein Wissenschaftler wollte eine Theorie testen. Er brauchte einen Freiwilligen, der bis zur letzten Minute gehen würde. Endlich fand er ihn, er war ein verurteilter Mann, der hingerichtet werden sollte.

Der Wissenschaftler schlug dem Verurteilten Folgendes vor: Er würde an einem wissenschaftlichen Experiment teilnehmen, das darin bestand, seinen Puls geringfügig zu schneiden, damit sein Blut langsam bis zum letzten Tropfen tropft. Er erklärte, dass er nur eine minimale Überlebenschance habe, sein Tod jedoch auf jeden Fall ohne Leiden oder Schmerzen verlaufen würde.

Der Verurteilte akzeptierte, weil das Sterben auf diese Weise dem Sterben durch Hinrichtung vorzuziehen war. Sie legten ihn auf eine Trage und banden seinen Körper so, dass er sich nicht bewegen konnte. Dann machten sie einen kleinen Schnitt an seinem Handgelenk und stellten einen kleinen Aluminiumtopf unter seinen Arm.

Der Schnitt war flach, nur seine ersten Hautschichten, aber es genügte ihm zu glauben, dass seine Venen tatsächlich durchtrennt waren. Unter dem Bett wurde eine Durchstechflasche mit einem kleinen Ventil platziert, das den Durchgang der Flüssigkeit in Form von Tropfen regulierte, die in das Gefäß fielen. Der Verurteilte konnte den Tropfen hören und zählte jeden Tropfen von dem, was er für sein Blut hielt.

Der Wissenschaftler schloss, ohne dass der Verurteilte ihn sah, das Ventil, damit das Tropfen abnahm, mit der Absicht, ihn glauben zu lassen, dass ihm das Blut ausgeht.

Im Laufe der Minuten verlor sein Gesicht Farbe und seine Herzfrequenz beschleunigte sich.  Als die Verzweiflung ihren Höhepunkt erreichte, schloss der Wissenschaftler die Klappe vollständig und der Verurteilte geriet in einen Herzstillstand und starb.

Der Wissenschaftler konnte beweisen, dass alles, was wir wahrnehmen, sei es positiv oder negativ, auf uns, unseren gesamten psychischen und organischen Apparat, einwirkt.

Wenn sie ihnen sagen, dass sie ein Virus haben, sterben Menschen an purer Angst und Autosuggestion. Nachdem man Tag und Nacht alle Medieninformationen gesehen hat, ist man voller Angst und das Immunsystem wird durch die Angst geschwächt.

Heute ist bekannt, dass die Todesgefahr durch diesem Virus in Wirklichkeit äußerst gering ist, es sei denn, Sie haben Angst - und Ihr Verstand erledigt den Rest.
Die Wahrscheinlichkeit, dass es zu Komplikationen kommen wird, wenn Ihr Immunsystem durch Angst und damit Stress geschwächt ist, steigt um ein Vielfaches.
Kaum ein Virus hat eine Chance, wenn Ihre Gesundheit gut ist und Sie Vertrauen haben.

Vielleicht ist das der gleiche Grund, warum viele Kinder in sehr ernsten Situationen weiterkommen und überleben, weil ihr Geist nicht voller Angst ist.

Seien Sie also vorsichtig, womit Sie Ihren Geist nähren und worauf Sie Ihre Überzeugungen und Ihren Glauben setzen. Ein Wissenschaftler wollte eine Theorie testen. Er brauchte einen Freiwilligen, der bis zur letzten Minute gehen würde. Endlich fand er ihn, er war ein verurteilter Mann, der hingerichtet werden sollte.

Der Wissenschaftler schlug dem Verurteilten Folgendes vor: Er würde an einem wissenschaftlichen Experiment teilnehmen, das darin bestand, seinen Puls geringfügig zu schneiden, damit sein Blut langsam bis zum letzten Tropfen tropft. Er erklärte, dass er nur eine minimale Überlebenschance habe, sein Tod jedoch auf jeden Fall ohne Leiden oder Schmerzen verlaufen würde.

Der Verurteilte akzeptierte, weil das Sterben auf diese Weise dem Sterben durch Hinrichtung vorzuziehen war. Sie legten ihn auf eine Trage und banden seinen Körper so, dass er sich nicht bewegen konnte. Dann machten sie einen kleinen Schnitt an seinem Handgelenk und stellten einen kleinen Aluminiumtopf unter seinen Arm.

Der Schnitt war flach, nur seine ersten Hautschichten, aber es genügte ihm zu glauben, dass seine Venen tatsächlich durchtrennt waren. Unter dem Bett wurde eine Durchstechflasche mit einem kleinen Ventil platziert, das den Durchgang der Flüssigkeit in Form von Tropfen regulierte, die in das Gefäß fielen. Der Verurteilte konnte den Tropfen hören und zählte jeden Tropfen von dem, was er für sein Blut hielt.

Der Wissenschaftler schloss, ohne dass der Verurteilte ihn sah, das Ventil, damit das Tropfen abnahm, mit der Absicht, ihn glauben zu lassen, dass ihm das Blut ausgeht.

Im Laufe der Minuten verlor sein Gesicht Farbe und seine Herzfrequenz beschleunigte sich.  Als die Verzweiflung ihren Höhepunkt erreichte, schloss der Wissenschaftler die Klappe vollständig und der Verurteilte geriet in einen Herzstillstand und starb.

Der Wissenschaftler konnte beweisen, dass alles, was wir wahrnehmen, sei es positiv oder negativ, auf uns, unseren gesamten psychischen und organischen Apparat, einwirkt.

Wenn sie ihnen sagen, dass sie ein Virus haben, sterben Menschen an purer Angst und Autosuggestion. Nachdem man Tag und Nacht alle Medieninformationen gesehen hat, ist man voller Angst und das Immunsystem wird durch die Angst geschwächt.

Heute ist bekannt, dass die Todesgefahr durch diesem Virus in Wirklichkeit äußerst gering ist, es sei denn, Sie haben Angst - und Ihr Verstand erledigt den Rest.
Die Wahrscheinlichkeit, dass es zu Komplikationen kommen wird, wenn Ihr Immunsystem durch Angst und damit Stress geschwächt ist, steigt um ein Vielfaches.
Kaum ein Virus hat eine Chance, wenn Ihre Gesundheit gut ist und Sie Vertrauen haben.

Vielleicht ist das der gleiche Grund, warum viele Kinder in sehr ernsten Situationen weiterkommen und überleben, weil ihr Geist nicht voller Angst ist.

Seien Sie also vorsichtig, womit Sie Ihren Geist nähren und worauf Sie Ihre Überzeugungen und Ihren Glauben setzen. None",Ängstliche Menschen sterben eher an Infektionen
"Was für moderne Bomben, die Autos wie Spielzeuge umherschlendern und dabei Fensterscheiben und Gebäude komplett verschonen. Wahnsinn, was für ein Fortschritt für die Menschheit!! 😃👏👍 Was für moderne Bomben, die Autos wie Spielzeuge umherschlendern und dabei Fensterscheiben und Gebäude komplett verschonen. Wahnsinn, was für ein Fortschritt für die Menschheit!! 😃👏👍 Was für moderne Bomben, die Autos wie Spielzeuge umherschlendern und dabei Fensterscheiben und Gebäude komplett verschonen. Wahnsinn, was für ein Fortschritt für die Menschheit!! 😃👏👍 VARAL
-|||
ON
Mysteriöse Bomben in der Ukraine:
Autos werden auf den Kopf gestellt - Gebäude
und Fenster bleiben heil",Kriegsschäden in Butscha wurden inszeniert
"Entscheidend ist auf welcher Seite man steht!? 😂 Entscheidend ist auf welcher Seite man steht!? 😂 Entscheidend ist auf welcher Seite man steht!? 😂 Prof. Karl Lauterbach
@Karl Lauterbach
Es ist ein Akt der politischen
Solidarität, die Masken- und
Abstandspflicht bei
Demonstrationen gegen Russland
und Putin aufzuheben. Auch
Impfgegner dürfen ausnahmsweise
dieses Privileg genießen, wenn sie
sich für die richtige Seite beim
Ukrainekonflikt entscheiden",Lauterbach sprach sich für lockerere Corona-Maßnahmen bei Ukraine-Demos aus.
"Kleinkinder im Krankenhaus?! 
.
Haben die deutschen Medien gelogen? 
.
Ich bin direkt an den Ort des Geschehens gegangen.
.
05.12.21 - Kapstadt Kleinkinder im Krankenhaus?! 
.
Haben die deutschen Medien gelogen? 
.
Ich bin direkt an den Ort des Geschehens gegangen.
.
05.12.21 - Kapstadt Kleinkinder im Krankenhaus?! 
.
Haben die deutschen Medien gelogen? 
.
Ich bin direkt an den Ort des Geschehens gegangen.
.
05.12.21 - Kapstadt None",Medien lügen über die Effekte von Omikron in Südafrika
Spanien geht auf die Straße. Spanien geht auf die Straße. Spanien geht auf die Straße. None,Ein Video zeige eine Demonstration in Spanien.
"а междувременно славоукраински бежанци в неистовото си желание да изгорят руски флаг, подпалили немската къща, където били приютени а междувременно славоукраински бежанци в неистовото си желание да изгорят руски флаг, подпалили немската къща, където били приютени а междувременно славоукраински бежанци в неистовото си желание да изгорят руски флаг, подпалили немската къща, където били приютени Bild
FEURIGER HASS ZERSTÖRT DAS HAUS
Ukrainische Flüchtlinge
wollten eine russische Flagge
verbrennen, brannten aber
schließlich das Haus nieder, in
dem sie untergebracht waren
= Menü
Ukraine-Krise",Ukraine-Geflüchtete brennen wegen angezündeteder Russland-Flagge Haus nieder.
"Gekühlt, bei - 70 Grad in der OBI-Box. Leute, werdet munter! 😂😅🤣 Gekühlt, bei - 70 Grad in der OBI-Box. Leute, werdet munter! 😂😅🤣 Gekühlt, bei - 70 Grad in der OBI-Box. Leute, werdet munter! 😂😅🤣 None",Dieses Bild beweist einen Verstoß gegen die Kühlvorgaben des Corona-Impfstoffs
"Eine Parodie auf die #Esel-#Querdenker Eine Parodie auf die #Esel-#Querdenker Eine Parodie auf die #Esel-#Querdenker Dieses Bild zeigt einen Soldaten, der einen Esel trägt. Er macht das
nicht, weil er den Esel so sehr mag.
Es ist vielmehr so: Das Feld ist vermint. Würde man den Esel frei
herumlaufen lassen, würde er die Minen hochgehen lassen und
dadurch jeden außenherum töten.
Die Moral der Geschichte: In schwierigen Zeiten muss man als erstes
die Esel unter Kontrolle halten, die die Gefahr nicht erkennen und
einfach tun, was sie wollen.","Dieses Foto zeigt einen Soldaten, der einen Esel durch ein Minenfeld trägt."
"sie erfinden schon wieder ihre eigenen Regeln im vorauseilenden Gehorsam. Merkt Euch die Läden gut für später! sie erfinden schon wieder ihre eigenen Regeln im vorauseilenden Gehorsam. Merkt Euch die Läden gut für später! sie erfinden schon wieder ihre eigenen Regeln im vorauseilenden Gehorsam. Merkt Euch die Läden gut für später! Sehr geehrte Kunden,
auf Grund der aktuellen
Situation
ist das Einkaufen mit
Kindern
nicht erlaubt!
Vielen Dank für Ihr Verständnis.
Ihr BAUHAUS-Team",Dieses Schild zeigt ein aktuelles Einkaufsverbot mit Kindern in einem Baumarkt.
"Geimpfte können wahrscheinlich nie wieder volle Immunität erreichen

Eine Studie der britischen Gesundheitsbehörde hat nun eingeräumt ein, dass Geimpfte dauerhaft weniger Antikörper haben. Geimpfte können wahrscheinlich nie wieder volle Immunität erreichen

Eine Studie der britischen Gesundheitsbehörde hat nun eingeräumt ein, dass Geimpfte dauerhaft weniger Antikörper haben. Geimpfte können wahrscheinlich nie wieder volle Immunität erreichen

Eine Studie der britischen Gesundheitsbehörde hat nun eingeräumt ein, dass Geimpfte dauerhaft weniger Antikörper haben. None","Geimpfte sind weitaus anfälliger für das Coronavirus, weil sie weniger Antikörper vorweisen."
"Sporthilfe-Gala 2020 gestern ab 20:15. Wir sollen natürlich ab 20:00 brav zu Hause bleiben. 😂🤦🏼‍♂️ Ein Blick in die Zukunft, wenn nicht bald alle wach werden😤‼️ #volksverarschung Quelle:ORF Sporthilfe-Gala 2020 gestern ab 20:15. Wir sollen natürlich ab 20:00 brav zu Hause bleiben. 😂🤦🏼‍♂️ Ein Blick in die Zukunft, wenn nicht bald alle wach werden😤‼️ #volksverarschung Quelle:ORF Sporthilfe-Gala 2020 gestern ab 20:15. Wir sollen natürlich ab 20:00 brav zu Hause bleiben. 😂🤦🏼‍♂️ Ein Blick in die Zukunft, wenn nicht bald alle wach werden😤‼️ #volksverarschung Quelle:ORF None","Vom 3. November an durfte sich die österreichische Bevölkerung nur noch in Ausnahmefällen zwischen 20 und 6 Uhr außerhalb des eigenen Heims aufhalten. Bei der Sporthilfe-Gala am 10. November sollen die Anwesenden diese Regel angeblich missachtet haben. Dies sei live ab 20.15 Uhr im Fernsehen beobachtbar gewesen, wird in Facebook-Postings (hier archiviert) behauptet."
"WOHNGEBIET DER
UNGEIMPFTEN
BETRETEN
ERBOTEN
Ein Bild von lange vergessen Zeiten, das leider heute
wieder an Aktualität gewinnt! Darum ist es höchste
Zeit mit aller Macht friedlich dagegen vorzugehen!",Dieses historische Bild zeigt einen Ghetto-Eingang für Ungeimpfte
"Na was denkt ihr, wie bloß diese vielen Coronatoten entstehen?

Die Zahl wächst und wächst... Extrem hohes durschnittsalter. Jeder der positiv auf COVID-19 getestet wird und stirbt, gilt als coronatoter. Egal ob Herzinfarkt, schlaganfall oder sonstiges. 
#coronavirus #propaganda Na was denkt ihr, wie bloß diese vielen Coronatoten entstehen?

Die Zahl wächst und wächst... Extrem hohes durschnittsalter. Jeder der positiv auf COVID-19 getestet wird und stirbt, gilt als coronatoter. Egal ob Herzinfarkt, schlaganfall oder sonstiges. 
#coronavirus #propaganda Na was denkt ihr, wie bloß diese vielen Coronatoten entstehen?

Die Zahl wächst und wächst... Extrem hohes durschnittsalter. Jeder der positiv auf COVID-19 getestet wird und stirbt, gilt als coronatoter. Egal ob Herzinfarkt, schlaganfall oder sonstiges. 
#coronavirus #propaganda None",Corona-positive Opfer eines Autounfalls zählen als Corona-Tote
"Interessant... Interessant... Interessant... 10:00
23:22 &
WELT
SS
Simone S.
vor 23 Minuten
ABO
Heute habe ich etwas sehr Interessantes
von einer Nachbarin gehört.
Diese wird in dieser Woche operiert.
Zwingend vorgeschrieben ist zuvor ein
PCR-Test.
gegen Grippe geimpft wurden?
Hat jemand ähnliche
588
Soweit verständlich. Sie wurde aber vom
Krankenhaus darauf hingewiesen, dass sie
sich hoffentlich nicht gegen Grippe hat
impfen lassen und dass sie dies auch auf
keinen Fall vor dem Test tun soll - dieser
wäre dann nämlich positiv.
Da stellt sich mir die Frage, haben wir
deshalb steigende Positiv-Zahlen, weil sich
viele Leute haben testen lassen, die zuvor
|||
all 87%
Qll 50%
Erfahrungen?
O
|||
<",Grippe-Impfungen führen zu positiven Corona-Tests
"Durch den Coronaimpftsoff ist sehr wahrscheinlich keine Schwangerschaft mehr möglich! Wolfgang Wodarg erklärt wie durch die kommende mRNA-Impfung eine Unfruchtbarkeit herbeigerührt werden kann!
Bill Gates hat ja gesagt, dass wir eine Überbevölkerung haben und er sie mit Impfung reduzieren kann! Durch den Coronaimpftsoff ist sehr wahrscheinlich keine Schwangerschaft mehr möglich! Wolfgang Wodarg erklärt wie durch die kommende mRNA-Impfung eine Unfruchtbarkeit herbeigerührt werden kann!
Bill Gates hat ja gesagt, dass wir eine Überbevölkerung haben und er sie mit Impfung reduzieren kann! Durch den Coronaimpftsoff ist sehr wahrscheinlich keine Schwangerschaft mehr möglich! Wolfgang Wodarg erklärt wie durch die kommende mRNA-Impfung eine Unfruchtbarkeit herbeigerührt werden kann!
Bill Gates hat ja gesagt, dass wir eine Überbevölkerung haben und er sie mit Impfung reduzieren kann! None",Covid-19-Impfstoffe könnten Frauen unfruchtbar machen.
"Wichtige Video Botschaft einer Neurologin ⚠️

Hintergrund der Medizinerin:
„Dr. Griesz-Brisson, ist Expertin für Neurologie, Neuroplastizität und Schmerzbehandlung. Ihre Arbeit konzentriert sich auf Primärprävention und personalisierte Medizin auf der Basis von qEEG (quantitative ElektroenzephaloGraphie).

Primäre Ziele sind die Optimierung der Hirnfunktion und die Prävention von Krankheiten. Die Patientenevaluation kann Folgendes umfassen: neurologische Untersuchung, Hirnscanning und Laborauswertung. Die Behandlung umfasst häufig: Medikation (Pharmakotherapie), intravenöse und orale Supplementation, Sauerstoff (intermittierende Hypoxie - Hyperoxie; ionisierter Sauerstoff) und Neuraltherapie.

Dr. Griesz Brisson ist Mitglied der Europäischen Föderation der Neurologischen Gesellschaften, der Amerikanischen Akademie für Neurologie, der Europäischen Akademie für Umweltmedizin und vieler anderer. Sie ist auch immer wieder als medizinische Rechtsexpertin in Grossbritannien, Deutschland und den Vereinigten Staaten tätig.“ (2)

Verweise
https://www.linkedin.com/in/dr-margareta-griesz-brisson-57294ba6

#plandemie #covid1984 #coronawahnsinn #propaganda #coronalüge #propaganda #lügenpresse #covidiot #neurologie #corona Wichtige Video Botschaft einer Neurologin ⚠️

Hintergrund der Medizinerin:
„Dr. Griesz-Brisson, ist Expertin für Neurologie, Neuroplastizität und Schmerzbehandlung. Ihre Arbeit konzentriert sich auf Primärprävention und personalisierte Medizin auf der Basis von qEEG (quantitative ElektroenzephaloGraphie).

Primäre Ziele sind die Optimierung der Hirnfunktion und die Prävention von Krankheiten. Die Patientenevaluation kann Folgendes umfassen: neurologische Untersuchung, Hirnscanning und Laborauswertung. Die Behandlung umfasst häufig: Medikation (Pharmakotherapie), intravenöse und orale Supplementation, Sauerstoff (intermittierende Hypoxie - Hyperoxie; ionisierter Sauerstoff) und Neuraltherapie.

Dr. Griesz Brisson ist Mitglied der Europäischen Föderation der Neurologischen Gesellschaften, der Amerikanischen Akademie für Neurologie, der Europäischen Akademie für Umweltmedizin und vieler anderer. Sie ist auch immer wieder als medizinische Rechtsexpertin in Grossbritannien, Deutschland und den Vereinigten Staaten tätig.“ (2)

Verweise
https://www.linkedin.com/in/dr-margareta-griesz-brisson-57294ba6

#plandemie #covid1984 #coronawahnsinn #propaganda #coronalüge #propaganda #lügenpresse #covidiot #neurologie #corona Wichtige Video Botschaft einer Neurologin ⚠️

Hintergrund der Medizinerin:
„Dr. Griesz-Brisson, ist Expertin für Neurologie, Neuroplastizität und Schmerzbehandlung. Ihre Arbeit konzentriert sich auf Primärprävention und personalisierte Medizin auf der Basis von qEEG (quantitative ElektroenzephaloGraphie).

Primäre Ziele sind die Optimierung der Hirnfunktion und die Prävention von Krankheiten. Die Patientenevaluation kann Folgendes umfassen: neurologische Untersuchung, Hirnscanning und Laborauswertung. Die Behandlung umfasst häufig: Medikation (Pharmakotherapie), intravenöse und orale Supplementation, Sauerstoff (intermittierende Hypoxie - Hyperoxie; ionisierter Sauerstoff) und Neuraltherapie.

Dr. Griesz Brisson ist Mitglied der Europäischen Föderation der Neurologischen Gesellschaften, der Amerikanischen Akademie für Neurologie, der Europäischen Akademie für Umweltmedizin und vieler anderer. Sie ist auch immer wieder als medizinische Rechtsexpertin in Grossbritannien, Deutschland und den Vereinigten Staaten tätig.“ (2)

Verweise
https://www.linkedin.com/in/dr-margareta-griesz-brisson-57294ba6

#plandemie #covid1984 #coronawahnsinn #propaganda #coronalüge #propaganda #lügenpresse #covidiot #neurologie #corona None",Das Tragen von Alltagsmasken führt zu Sauerstoffmangel und zur CO2-Überflutung des Körpers
